video_id,clips,accuracy,precision,recall,macro_f1
104154,76,0.14473684210526316,0.41159420289855075,0.24761904761904763,0.10670041691483026
134516,94,0.5,0.3371212121212121,0.3277777777777778,0.30424937965260546
