epoch,train_loss_batch_weighted_mean,lr,val_accuracy,val_precision,val_recall,val_macro_f1,elapsed_seconds
1,1.359846019744873,0.001,0.4823529411764706,0.09647058823529411,0.2,0.13015873015873017,5.409185124997748
2,1.2442691683769227,0.0009984740801978985,0.4823529411764706,0.09647058823529411,0.2,0.13015873015873017,10.389483583014226
3,1.2329888145128887,0.0009939057285945933,0.4823529411764706,0.09647058823529411,0.2,0.13015873015873017,15.375725416000932
4,1.2770726362864175,0.00098632311059685,0.4823529411764706,0.09647058823529411,0.2,0.13015873015873017,20.49651283302228
5,1.2095591306686402,0.0009757729755661011,0.4823529411764706,0.09647058823529411,0.2,0.13015873015873017,25.6999266250059
6,1.095070097843806,0.000962320368593087,0.6705882352941176,0.2778688524590164,0.3797175866495507,0.3203830369357045,30.68148545801523
7,1.03872616092364,0.0009460482294732421,0.6823529411764706,0.4717948717948718,0.3958921694480103,0.3531972789115646,35.84855241602054
8,0.9077280739943187,0.0009270568813552756,0.6470588235294118,0.3747413793103448,0.4151476251604621,0.3877336860670194,40.941962083015824
9,0.8005817254384359,0.000905463412215599,0.6705882352941176,0.27177522349936145,0.3853658536585366,0.31875274483970134,45.93890808301512
10,0.7389880547920863,0.0008814009529720154,0.5764705882352941,0.387190635451505,0.35198973042362003,0.35363101859208645,50.95124245801708
11,0.7000820696353912,0.000855017856687341,0.5647058823529412,0.4270531400966183,0.35840821566110403,0.3065334665334665,56.03607129101874
12,0.6682503481705984,0.000826476783923441,0.7058823529411765,0.41761904761904756,0.4677792041078305,0.4399540625897215,61.027407540997956
13,0.6048126022020975,0.0007959536998847741,0.7176470588235294,0.45890269151138724,0.42747111681643135,0.40812960235640644,66.1005102500203
14,0.553291576107343,0.0007636367895343945,0.6235294117647059,0.3912151702786378,0.42798459563543007,0.400891640866873,71.0338219999976
15,0.4943344344695409,0.0007297252973710755,0.6470588235294118,0.40034824046920825,0.4490372272143774,0.41539325091881063,76.02550629101461
16,0.4480716536442439,0.0006944282990207194,0.7411764705882353,0.45115469208211145,0.5106546854942234,0.46931105913798865,81.09409550001146
17,0.42990995546182,0.0006579634122155989,0.7647058823529411,0.46240118577075096,0.48652118100128366,0.4719996796027074,86.45906316602486
18,0.43182231684525807,0.0006205554551086731,0.7058823529411765,0.424981684981685,0.43388960205391525,0.4238461538461539,91.60274220802239
19,0.36181787500778834,0.0005824350601949142,0.7058823529411765,0.5106106106106106,0.5029011553273428,0.49911265780831,96.71904162500869
20,0.43321560472249987,0.0005438372523852832,0.7529411764705882,0.48597995847251063,0.4590500641848524,0.46064949608062716,101.78596070801723
21,0.33909125104546545,0.0005049999999999999,0.7058823529411765,0.43774509803921563,0.46213093709884473,0.447114556416882,106.85877933300799
22,0.32693231428662933,0.0004661627476147167,0.6705882352941176,0.3867826086956522,0.4249037227214377,0.4001044932079415,112.10640879100538
23,0.3680344785253207,0.00042756493980508576,0.6352941176470588,0.42896825396825394,0.3537869062901155,0.3621634040988879,117.27538841601927
24,0.3556433543562889,0.0003894445448913268,0.7176470588235294,0.4233760683760684,0.46700898587933254,0.44089422756089425,122.45936129102483
25,0.3091335505247116,0.000352036587784401,0.7294117647058823,0.5070725034199726,0.5013607188703466,0.5034920634920634,127.71083616602118
26,0.3296813646952311,0.0003155717009792805,0.7647058823529411,0.48409022556390974,0.47522464698331196,0.47491806439174855,132.8542547080142
27,0.3087904656926791,0.00028027470262892423,0.6588235294117647,0.41893939393939394,0.39178433889602055,0.3961559139784946,137.96334000001661
28,0.2904508848985036,0.0002463632104656052,0.7529411764705882,0.4565934065934066,0.4985879332477535,0.47523255813953486,143.31440879101865
29,0.2871725678443909,0.00021404630011522574,0.7529411764705882,0.533378202539597,0.5111168164313222,0.5180177455132082,148.7644574160222
30,0.26156140193343164,0.00018352321607655907,0.7411764705882353,0.4541889483065954,0.4541720154043645,0.4431459879816189,154.17036725001526
31,0.2995937416950862,0.00015498214331265893,0.8117647058823529,0.491919191919192,0.5229781771501926,0.5061289697157703,159.56942070802324
32,0.2674654953181744,0.0001285990470279847,0.8117647058823529,0.49216183574879224,0.5173299101412067,0.5016168327796235,165.00142000001506
33,0.2873906150460243,0.00010453658778440102,0.7411764705882353,0.4634680134680135,0.4485237483953787,0.43425474254742547,170.44741420799983
34,0.22106494431694348,8.294311864472433e-05,0.8,0.5011000592846321,0.506803594351733,0.5026847421584264,176.01400095800636
35,0.22919508963823318,6.395177052675792e-05,0.7411764705882353,0.46507718696397937,0.4541720154043645,0.4487288597926896,181.46430429100292
36,0.22724798197547594,4.7679631406913044e-05,0.8,0.490415296553404,0.5124518613607189,0.49996168582375483,187.01518904100521
37,0.23958055476347606,3.422702443389899e-05,0.7764705882352941,0.48508003425334295,0.4913992297817715,0.4870281765018607,192.42060720801237
38,0.24665943558017414,2.3676889403150102e-05,0.8117647058823529,0.5008991894630193,0.5173299101412067,0.5067532467532467,197.9114569160156
39,0.2531757372121016,1.609427140540686e-05,0.788235294117647,0.4841438703140831,0.5019255455712452,0.4907792207792208,203.59080299999914
40,0.23321202024817467,1.1525919802101659e-05,0.7764705882352941,0.47661835748792275,0.4970474967907574,0.4860754653858102,209.12630029101274
