class,precision,recall,f1,support
idle,0.5,0.8,0.6153846153846154,5
swing_bucket,0.9117647058823529,0.7560975609756098,0.8266666666666665,41
load_bucket,0.8,0.8421052631578947,0.8205128205128205,19
dump,0.6086956521739131,0.7368421052631579,0.6666666666666666,19
move,0.0,0.0,0.0,1
