class,precision,recall,f1,support
idle,0.0,0.0,0.0,5
swing_bucket,1.0,0.8292682926829268,0.9066666666666667,41
load_bucket,0.59375,1.0,0.7450980392156863,19
dump,0.7368421052631579,0.7368421052631579,0.7368421052631579,19
move,0.0,0.0,0.0,1
