class,precision,recall,f1,support
idle,0.09523809523809523,0.4,0.15384615384615385,5
swing_bucket,0.8536585365853658,0.8536585365853658,0.8536585365853658,41
load_bucket,0.5,0.3157894736842105,0.3870967741935484,19
dump,0.6363636363636364,0.3684210526315789,0.4666666666666667,19
move,0.0,0.0,0.0,1
