class,precision,recall,f1,support
idle,0.2857142857142857,0.8,0.4210526315789473,5
swing_bucket,0.8,0.8780487804878049,0.8372093023255814,41
load_bucket,0.64,0.8421052631578947,0.7272727272727272,19
dump,1.0,0.05263157894736842,0.1,19
move,0.0,0.0,0.0,1
