video_id,clips,accuracy,precision,recall,macro_f1
104154,76,0.3684210526315789,0.15918181818181817,0.25238095238095243,0.17341954022988507
134516,94,0.39361702127659576,0.4046153846153846,0.17980676328502415,0.17600000000000002
