class,precision,recall,f1,support
idle,0.09523809523809523,0.2,0.12903225806451613,10
swing_bucket,0.6615384615384615,0.5375,0.593103448275862,80
load_bucket,0.475,0.8636363636363636,0.6129032258064516,44
dump,1.0,0.11428571428571428,0.20512820512820512,35
move,0.0,0.0,0.0,1
