class,precision,recall,f1,support
idle,0.38461538461538464,1.0,0.5555555555555556,5
swing_bucket,0.9166666666666666,0.8048780487804879,0.8571428571428571,41
load_bucket,0.5185185185185185,0.7368421052631579,0.6086956521739131,19
dump,0.5555555555555556,0.2631578947368421,0.35714285714285715,19
move,0.0,0.0,0.0,1
