class,precision,recall,f1,support
idle,0.0,0.0,0.0,5
swing_bucket,0.6153846153846154,0.975609756097561,0.7547169811320755,41
load_bucket,0.55,0.5789473684210527,0.5641025641025641,19
dump,0.0,0.0,0.0,19
move,0.0,0.0,0.0,1
