video_id,clips,accuracy,precision,recall,macro_f1
104154,76,0.25,0.2767857142857143,0.29333333333333333,0.16062745098039216
134516,94,0.4574468085106383,0.33616071428571426,0.2573913043478261,0.19864867781975176
