class,precision,recall,f1,support
idle,0.38461538461538464,1.0,0.5555555555555556,5
swing_bucket,0.7358490566037735,0.9512195121951219,0.8297872340425531,41
load_bucket,0.9230769230769231,0.631578947368421,0.7499999999999999,19
dump,1.0,0.3157894736842105,0.4799999999999999,19
move,0.0,0.0,0.0,1
