class,precision,recall,f1,support
idle,0.5555555555555556,1.0,0.7142857142857143,5
swing_bucket,0.9512195121951219,0.9512195121951219,0.9512195121951219,41
load_bucket,0.9411764705882353,0.8421052631578947,0.8888888888888888,19
dump,0.8333333333333334,0.7894736842105263,0.8108108108108109,19
move,0.0,0.0,0.0,1
