class,precision,recall,f1,support
idle,0.07352941176470588,0.5,0.12820512820512822,10
swing_bucket,0.9473684210526315,0.45,0.6101694915254237,80
load_bucket,0.4186046511627907,0.4090909090909091,0.4137931034482759,44
dump,0.9523809523809523,0.5714285714285714,0.7142857142857142,35
move,0.0,0.0,0.0,1
