class,precision,recall,f1,support
idle,0.6,0.6,0.6,5
swing_bucket,0.9354838709677419,0.7073170731707317,0.8055555555555556,41
load_bucket,0.47058823529411764,0.8421052631578947,0.6037735849056604,19
dump,0.4666666666666667,0.3684210526315789,0.4117647058823529,19
move,0.0,0.0,0.0,1
