class,precision,recall,f1,support
idle,0.3,0.6,0.4,5
swing_bucket,0.6851851851851852,0.9024390243902439,0.7789473684210526,41
load_bucket,0.8461538461538461,0.5789473684210527,0.6875,19
dump,0.75,0.3157894736842105,0.44444444444444436,19
move,0.0,0.0,0.0,1
