epoch,train_loss_batch_weighted_mean,lr,val_accuracy,val_precision,val_recall,val_macro_f1,elapsed_seconds
1,1.3054930130640665,0.001,0.4823529411764706,0.09647058823529411,0.2,0.13015873015873017,7.102937124989694
2,1.220147935549418,0.0009984740801978985,0.4823529411764706,0.09647058823529411,0.2,0.13015873015873017,12.568233583006077
3,1.235020496447881,0.0009939057285945933,0.4823529411764706,0.09647058823529411,0.2,0.13015873015873017,17.916717707994394
4,1.2181678652763366,0.00098632311059685,0.5058823529411764,0.20123456790123456,0.22105263157894733,0.16920883820384888,23.305646541994065
5,1.0910082558790843,0.0009757729755661011,0.6941176470588235,0.2995535714285714,0.3894736842105263,0.3361904761904762,28.711399332998553
6,0.9013738969961802,0.000962320368593087,0.6235294117647059,0.2450980392156863,0.36585365853658536,0.2912223133716161,34.18688145800843
7,0.7453441341718038,0.0009460482294732421,0.7058823529411765,0.41605241605241605,0.4564826700898588,0.42277526395173454,39.607129166979576
8,0.7249101837476094,0.0009270568813552756,0.5176470588235295,0.3419568264648164,0.3671373555840821,0.3332212885154061,44.86641216700082
9,0.5641729101538658,0.000905463412215599,0.6705882352941176,0.41014245014245015,0.4249037227214377,0.4083164812942366,50.0348953329958
10,0.4849990556637446,0.0008814009529720154,0.7764705882352941,0.46257188865884513,0.5252888318356868,0.48667320475100795,55.26212608299102
11,0.411813430984815,0.000855017856687341,0.7647058823529411,0.45836252996496407,0.5204107830551989,0.48027642276422766,60.48169291700469
12,0.3349096320569515,0.000826476783923441,0.8352941176470589,0.6033307593307594,0.5904492939666238,0.58000999000999,65.84232379199238
13,0.3101525959869226,0.0007959536998847741,0.8705882352941177,0.6314574314574315,0.5937869062901155,0.5989393595275948,71.6901462499809
14,0.23408001040418944,0.0007636367895343945,0.8823529411764706,0.6280769230769231,0.6099614890885751,0.6035024278047534,77.37728891699226
15,0.22420326806604862,0.0007297252973710755,0.8823529411764706,0.6366439354199452,0.6043132220795893,0.6070426065162907,82.66646862498601
16,0.18017835691571235,0.0006944282990207194,0.8,0.47686781609195406,0.5463414634146341,0.49946108102368053,87.78587429199251
17,0.19582454214493433,0.0006579634122155989,0.8705882352941177,0.6245887445887446,0.6050834403080873,0.6005303910181958,93.19518612499814
18,0.10951686191062132,0.0006205554551086731,0.7764705882352941,0.5793951612903225,0.5660590500641849,0.5463334051569346,98.62625366699649
19,0.12919064151744047,0.0005824350601949142,0.9058823529411765,0.6472706155632985,0.6253658536585366,0.6225087108013938,104.03755033298512
20,0.09469731034090122,0.0005438372523852832,0.9294117647058824,0.6660465116279071,0.6351219512195122,0.6373626373626374,109.3726894579886
21,0.10243384293280541,0.0005049999999999999,0.9176470588235294,0.6627705627705628,0.6245956354300385,0.6299727458550988,114.73601308299112
22,0.10179400037353238,0.0004661627476147167,0.8588235294117647,0.6169612995699951,0.6002053915275994,0.5935714285714286,120.15051725000376
23,0.11058033648878336,0.00042756493980508576,0.9294117647058824,0.6722222222222222,0.6294736842105263,0.6373069210278512,125.81823354199878
24,0.07129819920907418,0.0003894445448913268,0.9294117647058824,0.6669988925802879,0.6351219512195122,0.6376190476190476,131.378198624996
25,0.05927143447721998,0.000352036587784401,0.9294117647058824,0.6660465116279071,0.6351219512195122,0.6373626373626374,136.91107941698283
26,0.060236989582578344,0.0003155717009792805,0.8941176470588236,0.5390455073381902,0.5853658536585366,0.5607317073170732,142.21251308298088
27,0.04325569781164328,0.00028027470262892423,0.8235294117647058,0.49632515632515634,0.5560975609756097,0.5190042975944633,147.62046120798914
28,0.06300070872530342,0.0002463632104656052,0.8823529411764706,0.6307851568721135,0.615609756097561,0.608095238095238,153.10079308299464
29,0.07506921022043873,0.00021404630011522574,0.8941176470588236,0.5390455073381902,0.5853658536585366,0.5607317073170732,158.56989308298216
30,0.0587406261668851,0.00018352321607655907,0.8823529411764706,0.6307851568721135,0.615609756097561,0.608095238095238,163.8464211249957
31,0.03669614784885198,0.00015498214331265893,0.9176470588235294,0.6627705627705628,0.6245956354300385,0.6299727458550988,169.18781804200262
32,0.024528632933894793,0.0001285990470279847,0.8705882352941177,0.6245887445887446,0.6050834403080873,0.6005303910181958,174.4190710829862
33,0.03613119341122607,0.00010453658778440102,0.9176470588235294,0.6627705627705628,0.6245956354300385,0.6299727458550988,179.73831029198482
34,0.0217410755266125,8.294311864472433e-05,0.8352941176470589,0.5016746411483254,0.5553273427471116,0.52495961285783,185.25531858298928
35,0.02918884977213262,6.395177052675792e-05,0.8705882352941177,0.6234962406015037,0.6107317073170732,0.6011022330627865,190.65805674999137
36,0.020066511025652288,4.7679631406913044e-05,0.8941176470588236,0.5390455073381902,0.5853658536585366,0.5607317073170732,196.3143508329813
37,0.025806304661091416,3.422702443389899e-05,0.9176470588235294,0.6566666666666666,0.6302439024390244,0.6299664592435678,201.86997875000816
38,0.019453539443202317,2.3676889403150102e-05,0.9058823529411765,0.5484415584415585,0.5902439024390244,0.5681894557592471,207.30062516700127
39,0.020157712651416658,1.609427140540686e-05,0.8823529411764706,0.6307851568721135,0.615609756097561,0.608095238095238,212.80352462499286
40,0.018896593037061392,1.1525919802101659e-05,0.8823529411764706,0.6307851568721135,0.615609756097561,0.608095238095238,218.12193195798318
