class,precision,recall,f1,support
idle,0.5555555555555556,1.0,0.7142857142857143,5
swing_bucket,0.8918918918918919,0.8048780487804879,0.8461538461538461,41
load_bucket,0.7727272727272727,0.8947368421052632,0.8292682926829269,19
dump,0.5882352941176471,0.5263157894736842,0.5555555555555555,19
move,0.0,0.0,0.0,1
