class,precision,recall,f1,support
idle,0.5,0.4,0.4444444444444445,5
swing_bucket,0.967741935483871,0.7317073170731707,0.8333333333333334,41
load_bucket,0.8421052631578947,0.8421052631578947,0.8421052631578947,19
dump,0.6129032258064516,1.0,0.76,19
move,0.0,0.0,0.0,1
