class,precision,recall,f1,support
idle,0.13636363636363635,0.6,0.22222222222222218,5
swing_bucket,0.9302325581395349,0.975609756097561,0.9523809523809524,41
load_bucket,1.0,0.3684210526315789,0.5384615384615384,19
dump,1.0,0.6842105263157895,0.8125000000000001,19
move,0.0,0.0,0.0,1
