class,precision,recall,f1,support
idle,0.3333333333333333,0.2,0.25,5
swing_bucket,0.6333333333333333,0.926829268292683,0.7524752475247526,41
load_bucket,1.0,0.42105263157894735,0.5925925925925926,19
dump,0.7142857142857143,0.5263157894736842,0.6060606060606061,19
move,0.0,0.0,0.0,1
