class,precision,recall,f1,support
idle,0.12261904761904761,0.7468277945619335,0.21065189603749465,1655
swing_bucket,0.8108108108108109,0.03558718861209965,0.06818181818181819,5058
load_bucket,0.20596205962059622,0.18811881188118812,0.19663648124191463,6464
dump,0.0,0.0,0.0,2888
move,0.0,0.0,0.0,141
