class,precision,recall,f1,support
idle,0.0,0.0,0.0,5
swing_bucket,0.5416666666666666,0.9512195121951219,0.6902654867256637,41
load_bucket,0.5,0.21052631578947367,0.2962962962962963,19
dump,0.6666666666666666,0.10526315789473684,0.18181818181818182,19
move,0.0,0.0,0.0,1
