class,precision,recall,f1,support
idle,0.05084745762711865,0.3,0.08695652173913043,10
swing_bucket,0.6346153846153846,0.4125,0.4999999999999999,80
load_bucket,0.26666666666666666,0.2727272727272727,0.26966292134831465,44
dump,0.7857142857142857,0.3142857142857143,0.44897959183673464,35
move,0.0,0.0,0.0,1
